sample_id,condition,tissue_type,HLA-DRB1_protein,HLA-DQA1_protein,HLA-DQB1_protein,HLA-DPA1_protein,HLA-DPB1_protein,TNF_protein,IL1B_protein,IL6_protein,IL10_protein,IL17A_protein,IL17F_protein,IL23R_protein,IL2RA_protein,IFNG_protein,IL4_protein,IL13_protein,IL12B_protein,IL18_protein,IL1RN_protein,TNFAIP3_protein,CD40_protein,CD80_protein,CD86_protein,CTLA4_protein,PDCD1_protein,CD28_protein,ICOS_protein,CD19_protein,CD20_protein,CD22_protein,BAFF_protein,APRIL_protein,TACI_protein,BCMA_protein,STAT1_protein,STAT3_protein,STAT4_protein,STAT6_protein,IRF4_protein,IRF5_protein,IRF7_protein,IRF8_protein,NFKB1_protein,NFKB2_protein,REL_protein,RELA_protein,RELB_protein,FOXP3_protein,TBX21_protein,GATA3_protein,C1QA_protein,C1QB_protein,C1QC_protein,C3_protein,C4A_protein,C4B_protein,CFB_protein,CFD_protein,CFH_protein,F2_protein,F3_protein,F5_protein,F7_protein,F8_protein,F10_protein,SERPINE1_protein,PLAT_protein,PLG_protein,MMP1_protein,MMP3_protein,MMP9_protein,MMP13_protein,TIMP1_protein,TIMP2_protein,COL1A1_protein,COL2A1_protein,CCL2_protein,CCL3_protein,CCL4_protein,CCL5_protein,CCL20_protein,CXCL8_protein,CXCL10_protein,CXCL12_protein,CCR1_protein,CCR2_protein,CCR5_protein,CXCR3_protein,CXCR4_protein,CXCR5_protein,BCL2_protein,BAX_protein,FAS_protein,FASLG_protein,CASP3_protein,CASP8_protein,TP53_protein,MDM2_protein,RANKL_protein,OPG_protein,RANK_protein,RUNX2_protein,SOX9_protein,ACAN_protein,COMP_protein,PTPN22_protein,PADI4_protein,FCGR3A_protein,TRAF1_protein,C5_protein,BLK_protein,BANK1_protein,TNIP1_protein,PRKCQ_protein,KIF5A_protein,TAGAP_protein,RASGRP1_protein,AFF3_protein,CD247_protein,SPRED2_protein
SAMPLE_022,RA_patient,peripheral_blood,7.741164678218719,8.186612241044761,6.028898563263458,9.028194423569472,6.209651632454439,6.290298207233726,10.19491218869299,9.17937396000245,3.489713913770901,8.682081696051641,6.334937283384265,11.352081278505487,4.404059979675826,4.2591077466803835,7.752864445200012,6.358761774938337,8.09223956002879,7.749229370876362,4.89537826104391,4.315587480196087,9.286853468485717,4.51631138073607,8.740186347672996,8.45413529279682,7.33230693810999,6.808717499663421,6.277285284231816,7.672431025282284,2.2978222476919092,8.225946884460356,7.041569661691915,6.892562674087764,8.13835635870582,4.094415937682695,3.342499865607875,8.803159835407657,8.77966968637301,4.897760991735124,5.856591914931721,7.409568300461628,7.686738863738048,11.554501249748272,10.204675455271115,6.940139454161888,5.044039809732677,7.672850690904044,9.064307546872392,4.893862191470024,6.414317258625536,7.554167277136152,5.583147490542559,7.132898629122559,7.864462508394479,9.641544123845028,6.477123494932094,7.279282167162874,7.200291981543945,7.4897165320712755,7.270836424532878,8.069900385196442,7.995718801943505,5.619256937906062,7.677549597285863,7.490399081929996,6.190711619193958,6.018467594721315,7.159075015986751,6.907685722466352,9.743966275236964,8.833254006033464,7.704056978929323,11.506020337459274,5.694899724940797,6.675024120326377,2.962185594923838,8.857636332491424,8.140612985220107,8.695574522524351,4.32891153302869,10.86120759064315,6.83670218585094,7.440793758948519,9.868685578379454,9.6057431835797,9.18573013860519,7.531091368943894,7.815364134102247,6.937039767745329,7.353772971381137,7.225170450620652,6.5743043246159685,4.795054639249177,6.3557215729349945,5.032186934843208,7.252022647247183,4.65088123432847,6.184605872467212,4.606618551424971,6.864239103711352,6.007254974239361,8.98248184186083,7.834358400996347,7.607555586063924,5.689783781784235,5.772616681506489,8.859446217155027,7.564701509203999,9.360564877974243,7.782265902824585,6.014325908420885,5.156095209823731,4.390197026694265,4.013287800437481,8.05362116880907,8.05178285834379,7.748376909937047,6.486154225989928,10.524571763854302,6.6534079282333,6.773539129178739
SAMPLE_023,RA_patient,synovial_tissue,6.6569944440795945,6.3421515182738695,7.639655774643701,5.7939924813990515,6.07593362801905,9.831319396657346,9.522983193624059,8.96482144901033,4.174924057622353,8.371105438802159,7.00064242805483,9.994533776058107,5.108259648495844,7.903980497353842,7.070514387643677,5.36255466741657,8.303134408618915,8.328387115579384,4.333846154221648,4.32124135562232,7.220374609935866,7.127213129030622,5.4711601358126325,4.773195718796823,8.136420710857232,4.699844897888652,7.059847087864599,7.297583100577039,8.076545739949154,6.628191147272547,7.070276064225435,6.022074881255176,6.671042608278296,8.285934099946221,6.5826152308376695,7.724458302417741,5.622496996348682,6.278252502785747,6.49887775434436,6.14113674711339,8.593310054521346,6.576416055443696,5.7669797670592144,7.687867001379573,9.738911637665414,4.958206157146788,9.603420340098193,6.142304099116679,8.277758206864824,8.933758292147866,8.588926794499596,7.300132540377424,8.977716560864073,7.436049972824421,9.597518218762362,9.148040417604074,5.1944097776534255,8.742804026197996,6.607402761546691,7.509063278125754,7.46070759606772,7.131790371216301,8.92320818393198,4.9365514045311665,4.17944037101794,4.231720891595495,8.814958814520516,4.85454235185869,8.827451932443829,9.824979638624752,5.512061751547382,8.771676863717495,5.743521854174304,5.822252286621532,7.598158940719443,6.601478220404483,5.462778222689821,7.579730411932196,9.395919947663714,4.6902999140987545,8.09009417487284,5.862822066850335,8.503194057642434,5.385686522360121,9.014241205454617,3.815359895522436,6.488621408848137,7.769771396769496,5.43770757450472,5.260390861644149,7.828580327669178,6.725897274393929,7.298861951421708,8.897461350204628,6.006162665081035,6.854627324058878,6.676095051140499,5.576595589935791,7.938890530607401,5.715554785620803,6.192871090365677,8.886817522958355,5.813103433008882,5.967464162484817,6.902859931844752,4.936747695185046,7.203085550026667,6.160407301892426,6.47439963434989,8.855555176989611,7.026592537170764,8.531681264375289,7.532534436988287,9.672105248947284,6.352710866870361,5.995098316792143,8.490760717761757,8.529144852867155,5.5040064104930515,5.957655027909914
SAMPLE_024,RA_patient,peripheral_blood,5.676142080332586,8.56975659105538,6.766870625824507,8.687064055493352,7.162848784093032,10.867437639804926,9.755713237277224,11.549806643792339,3.954952527218622,6.9924248004313405,10.170489205336192,6.465279024569536,5.532323029260344,5.3602718939899265,8.421463373784288,5.2797455487027625,7.532706376154673,5.915047851149356,6.013328942507521,5.982677314038346,7.889787874293667,4.772689578674259,10.21787933019883,6.279875503717371,7.391903501309454,9.427361301457905,5.755639795639779,8.9129046077879,6.184769730043442,7.87556955095073,6.564634252616855,5.475032553702071,7.030353183656311,8.452140447294513,5.382464890702603,6.273896341831439,9.180106952326177,7.504107927023335,6.610001753716546,7.31632645928346,10.037640906814284,4.658710326161441,6.25430170285001,4.844012124859382,9.471173652104609,6.634633503030911,7.537736029467698,8.1372334287726,5.910559313328455,9.867507890877596,5.4673089272813655,6.5540564394445,11.450791475941251,6.665962271356087,4.941949233231014,7.356517806979231,7.697204041488591,7.74306600904725,6.161574648488782,9.890339871164038,7.882078479148112,6.016482877482544,7.517376703356208,6.296742334412668,6.063547983790071,5.949728569275828,9.791785214486126,5.9029164089184105,9.750124073723983,7.827512341336966,4.5422381779454595,7.112429423475722,5.961221518322538,8.179396871418733,2.622124955428551,5.815169062773195,8.543942740460043,5.887501141953464,7.4058636848610675,5.0396948528962495,7.727638373407369,8.840471533570735,8.70463514378587,8.256610789777088,9.108650636664102,5.580722733200817,5.900634829500206,8.63726507554734,8.8308377978765,6.178344283068619,5.680567082753031,5.022689064499724,4.689020863334383,5.437845479720293,5.271974869249938,6.185848704943596,7.116854423772728,8.878755935037416,8.065610799646883,3.842145823549407,6.898373659306383,4.6474564511338885,7.8199761270046695,8.863155955376651,6.500271082780556,8.72257050205043,6.465402125793809,7.712952700142268,7.285071511605597,9.366501039414095,7.627527724123154,7.997105733713971,7.848666844963684,5.614047497545249,6.648412902204378,7.841692384709992,7.018341910857276,4.476792805899067,10.22063104935004,8.52943961227938
SAMPLE_025,RA_patient,synovial_fluid,8.446070310619561,5.838742704877503,4.890627079024951,8.229652852024339,8.290204392891068,10.092966133385126,8.549795593775816,10.576050726948626,5.4550559113549975,9.532555854319716,8.322435115636338,5.974050372927445,8.890577060601652,6.483213634366379,8.171151474530715,4.221313025700066,7.899508828534305,6.2349740464785715,6.950000774405664,9.290784275166503,7.762258676876937,5.997213247851414,7.496910354543638,7.068998243012295,9.62101331290445,7.364586522428717,6.118158191838175,8.172989218715601,7.055558728830828,6.7489613250641,6.02678093891922,7.031611715525315,7.836553814397358,7.022942161070085,6.078943319033422,8.506084592351492,5.572810456236197,5.406260804124132,8.281574720907322,8.392152653273605,5.081351233083531,5.639183616061389,5.200238539874199,7.552341550669436,8.000340097912863,6.278611156129506,5.0678414822516125,5.185975075785647,6.010966663445636,4.982582978094449,4.490961509167317,5.735097296167229,10.971113285193736,8.323292061439453,6.242303263888208,8.985419917920112,6.744274498944426,8.364150054029267,6.7796592601714485,6.219113269723153,8.804202996335082,6.525319473201868,7.796999463896133,7.96874590940242,7.6153426965762065,8.366843133170086,11.145891631854061,9.774875508519223,9.161053455979749,7.351712446691931,6.656616887863804,5.159586544747553,6.6774759961708074,5.519252982917322,6.449331308955018,5.384753935763886,6.763940978081475,6.214868452386412,4.99421252202264,8.734133511282204,5.902732128719549,6.43152046727374,5.680628253316417,6.305599751982706,6.7936474549664005,8.010674408205402,4.851307418949379,8.443606778840849,4.058743487342974,6.603529506212368,6.806666462346962,7.0413131502477215,7.172533235686759,8.559656298979439,8.264975698348346,7.191597169577866,5.962131269388408,7.995548923064294,9.307619949064959,7.381332148169791,5.8466045056365505,5.118233654079293,6.871779072872104,4.098869796438076,6.752375582074452,6.673777901065272,5.622101696946553,6.14967968136564,9.435109202620753,6.854101608315149,7.938815869077297,6.855524660444749,7.671536854498085,7.6631208315900174,9.275380809891116,6.015082225344531,7.308713759103319,8.61641376900501,7.050174140203605,7.094334847764053
SAMPLE_026,RA_patient,synovial_tissue,9.07078950377262,10.32207438082121,8.260962140106031,7.581700132281651,6.082921830283973,8.302003772139148,8.116310566115176,11.589220040814832,7.080321038347536,8.171738086554427,7.620038498116707,7.320638523395447,8.775585955781189,8.099068975546647,7.885973741415853,6.56230400625754,7.760032922471968,6.36905132528962,5.842169995339258,6.688546904021129,6.133323059678854,5.442789396149265,8.666103535052049,7.0214794868388966,10.492836809439186,4.96541892793661,8.007429387614373,7.236380094076985,10.535718488315954,7.2819596216895395,6.879146432074139,7.189558729340219,5.668686327685557,7.784315267539893,5.644444601390758,4.667524978506751,8.25755758227455,3.343723114299526,6.921190797379153,6.491513885424759,5.7728677034819516,7.898798137518833,9.144558877344021,9.218442271315741,5.318811459705146,6.179352422037613,13.355021870834339,5.511544557640764,5.551427345598704,6.156501466284265,6.453240394386899,6.3546127643919945,6.547020622905812,7.5152716456250435,6.243132870516193,5.891718656606037,7.733625940912471,6.046979197232182,8.18038474609313,4.926211979554511,7.032657148199882,4.263990440451727,6.870451187525811,9.102853241759185,8.819879426952973,7.554572307955738,8.560559277433185,7.355338570237157,8.925004317719601,11.432527322967813,8.45562962875503,4.929942221805237,4.925913604461357,6.326049061416724,9.266339753281233,4.99644353050996,3.913521773631037,5.831136420993318,7.516482882840438,4.02781610857466,6.739960940418535,4.5750079752224035,4.988116678766591,10.08477061662482,5.809108330874775,5.906507380270399,5.839098075431692,7.67037446771888,9.489088547632784,5.28444583033355,6.537157230135949,7.345266347243481,5.643140146045937,6.520516228489378,8.787505884693804,6.12881652817202,6.68337023101082,6.763857712639695,7.816022413041706,6.251954956934181,8.03127283555282,9.597799890519074,2.9641627684168474,7.015493453216557,6.96502733036817,7.945545837613719,8.234154955028906,8.486057833092996,8.64810423911409,6.806183297233149,8.932069185731109,8.801702058744763,6.531672716287791,8.126661083417865,6.917680997898981,8.709798292989872,6.565599912948264,6.749474624636828,4.735177117009565,6.889356996916886
SAMPLE_027,RA_patient,peripheral_blood,6.0324383849508845,5.542710806681472,5.57018262116334,8.89129515846724,9.212371007823785,11.24001755349296,9.420891312359773,9.846215627731636,4.687232438232214,8.46494864393448,7.309443027563825,10.462703166554205,8.743950855295768,8.459925798436249,6.65825943213625,8.380789972986294,6.059743518794775,8.731759260785164,5.023917029343057,6.354502301077489,4.680493625764484,6.932255590069349,7.420871182709608,5.603861091382261,5.408821712811758,9.284120070285491,6.684773780229368,5.456960983327865,10.50997917550559,6.518015619957718,8.021976397230585,5.654747546581207,6.5526723742399495,7.871354298476256,7.691017729172019,7.443092225485839,6.548846433652184,4.710324744511255,9.308127645298482,5.820589598257358,8.660467230911168,6.515144842988748,7.100352065643257,5.6927365677062935,9.193853838331718,7.0650321948947195,7.210365357170562,6.069028810474718,8.914457232110678,5.836426938019332,7.538854410480919,5.9080646301097675,4.113913910323627,3.843133177341627,5.961858631831758,6.277022814939884,10.167251921978561,8.08052570879455,7.987980092919483,6.712765745451952,7.318101142611915,10.389247441902814,5.397655527131535,8.628748087933458,9.074211834512063,8.891192130740217,9.909427175205636,7.2112310061218725,8.859330843112259,9.061315150485335,7.945410834771391,6.349090738764673,6.876333170080418,7.591596611113583,6.732983455592005,8.204238115549375,6.292275440829154,9.227009237671112,8.075045233688298,9.068647348570565,4.5354045154105345,7.381849263582388,9.406633390433873,4.969924892079261,6.347426162028674,9.007861961582684,6.960499221213193,7.492311040171018,9.628272497883097,7.340018445611293,8.517307785179174,7.444553868227962,7.066693368714695,10.053337462287871,6.789255760290542,6.859267065825832,8.935230075317593,5.399014076492679,8.23591711901098,5.094951662516787,6.95088412617668,6.940615330040958,8.463159166433693,6.020051643906833,8.79998039623506,6.577593682414802,8.82114794484534,7.957166085260289,5.397719008694266,8.322763763153441,5.807629803927187,8.805085721088515,6.567665018236307,4.630054968280771,7.246136087020517,5.760403846713453,8.91872363138534,6.0019404400129,5.958472954511995,9.750039161724493
SAMPLE_028,RA_patient,synovial_fluid,9.262607472882731,8.402902753941433,10.560949263224321,7.05003352886716,7.464871720994751,10.601451540588572,9.384676641206859,6.805240254561205,4.740989357766512,7.178297407119347,9.709544385022028,7.735261870957813,6.187298154011014,8.052039443468571,5.758214075217658,5.015548265900501,6.820548829605751,8.477849383182845,5.994561229728278,7.11864150149766,6.205094520408332,8.307696792301732,7.983450689260579,4.622785883899197,7.40603565759468,5.32192299110236,7.401355712819405,6.419327750359929,10.080443878020333,7.34117339200791,4.617654456723378,5.500543918425678,7.878639414772046,8.728451246334705,6.688207931164065,4.480850262044278,8.264717817713034,5.188942828574769,6.398234807431643,6.318054428189963,7.460340086486697,7.97946937479854,5.4124533187099715,6.766796656715618,6.93833953610366,7.212920346368737,7.209616042077462,5.963994917492466,8.994502028080234,7.188427632105616,6.63997129675691,4.62695924352908,7.49126472553999,6.937165606122254,8.275677260830157,5.258157901633292,6.433321069101272,6.144243393439066,7.364690398128348,7.749056062828343,7.4793491284746585,9.514565657166653,6.64568728622933,6.262264246362401,6.722465280103158,7.927113327209521,7.325324978990623,10.555604826376607,8.436201966313345,9.802775236266667,6.046070600872481,6.057126455918182,4.565610206048499,7.273978662542506,11.258935880104707,7.91038202010006,5.615697088786286,7.56395528701594,4.118162651320889,6.645292816221859,7.507860346145638,8.42196907649032,8.379310097214042,6.294016805930059,7.1961239004746265,6.320165255019017,5.136786207802181,7.017983442691787,4.861797574376481,6.175995648734016,5.568865190428126,8.423234949162849,9.46687887907412,5.241627637401682,4.12835866446976,6.822226200109935,7.175027652392983,7.928784497585089,8.088088451843577,4.008576173281926,7.451706597895255,9.345198027964235,4.638468345854822,6.841905149804053,6.035047266102317,10.176729112002866,5.488133709502576,6.908131397232325,7.90781024189925,6.1400961889419925,3.941606785970885,6.430178411436489,7.694044492199966,6.72124036607813,5.393455042165992,7.30048795718742,6.512094661865032,7.008816153218936,6.273750081889942,8.034603456203353
SAMPLE_029,RA_patient,synovial_tissue,6.346834148781052,9.210828521641806,8.522052382473023,6.687114398210714,7.928227968278521,9.32449440706174,7.735589827814135,11.040184199382695,4.458420784317048,9.36091215991863,8.20970729017827,2.9471508598306357,6.5161060117840215,6.908360857113392,5.887224318611548,2.9231815858901893,9.213546675617016,6.979191891328159,6.010196749215546,5.931337499563247,7.837978631529665,9.1033794205068,5.2609710041555555,9.243751405344652,7.903387762635286,5.792749057510513,9.93139941994304,7.021675630187539,8.531623220702565,7.277593472030592,6.05937222408066,7.429491119701117,8.303296157743645,6.832330013909282,7.75408052686666,9.720599225185955,7.058538068323188,6.9377526065557245,7.963869655359477,6.632408831919464,7.108933961557017,7.411716649197781,6.608185146012271,8.722018498308596,5.481321592089484,6.5063275658295465,4.821064933830879,5.808054303552088,6.174161354090809,6.463635969843236,7.986854494210611,4.412553756203174,4.947282609686399,6.182408394104139,7.507853251791146,7.717936929202064,6.085450149761272,8.542703173382856,5.6023110430041685,8.284658027966458,6.324622164208128,5.537561228984503,6.3833092017845,7.8421123894056075,7.655857787154186,8.262032613363376,6.251838924911473,4.77642096195237,11.16820926842266,9.127115784490522,6.734233084228871,5.759405495038491,7.194439018225136,5.397289592899339,6.967992182611622,6.779505515912743,7.2309142136028965,5.094027205647573,7.5422815838442885,9.163522262591522,8.737503293956975,9.069208553114917,8.945410427968326,6.022840629117391,7.472295708004731,4.4370857720192936,6.479641652066769,9.502014832618878,6.3218916205401285,4.168176468462954,9.56935763264785,8.418628712537352,8.95427711249854,5.748959918694791,6.608241646534871,7.723062018169287,6.59503686873064,6.186023023676276,7.122362227750427,5.059286221090161,9.082691998768599,5.30084170715931,9.644113155097028,4.061901803640097,6.291906179898418,6.901712687193972,8.799351793930423,5.303609850418094,6.15949270340977,8.424415923270532,6.413419264718783,7.092483034964677,4.815922253131735,6.688008255643413,8.69025597940585,5.63594897985379,5.620180336908966,4.790222679577058,6.9502919120360005,8.858102543791958
SAMPLE_030,RA_patient,peripheral_blood,6.743697791261849,7.5912858326819075,5.754104806320943,5.632102708512205,6.1880222717978866,9.523780079169821,10.712220832366244,10.931676162119018,8.32962024666717,6.8405373921718144,7.78223619744895,7.762645147762549,4.6238039651849165,9.889665820412644,7.979087072043645,9.134152100677765,5.373940083267798,6.423600554380074,3.6860304626462326,11.08794451920346,9.06373705280856,6.239185693714844,4.470717665756309,7.4896582847761275,9.147160838733855,4.726712764174423,5.295426281649958,6.1127974131603855,8.362833420508288,6.78484784463655,6.92838423747798,8.327846631589123,5.889810457587112,4.808335144893653,10.011384039543753,9.747725216363676,7.422416544906976,7.4997737748371165,7.911495973499493,7.191245498391587,5.670164928884919,5.724168506834134,8.791775617239969,6.389255201863939,5.818376856753761,7.374533253621222,8.238911854610642,5.981609302654386,7.184840423752186,5.699409649911098,7.622284421498701,7.744381350470989,5.858499039771636,7.5736371882168365,5.794032754248438,4.642025757043531,5.528173817109359,6.630780505142057,8.364350367388964,5.223068750488522,7.140805505299235,5.128112319196585,8.904326569623349,9.263208948783294,9.802982652737795,8.043973972769402,9.117437837682358,3.852189136400863,8.497202656877644,7.3178300583458675,8.40499708454489,3.1192877264861534,5.024441415416785,6.310165205780993,7.700550926821636,9.320924207040735,5.545255160497992,5.851235212507852,7.183853266689677,9.836427100909415,6.610902062860285,5.303138034279278,6.052590766294731,7.200991933897956,7.358523049910109,5.644240468821867,5.294124147713915,5.005061604831605,8.005839530023747,5.633908836199353,6.64416296366901,7.001939478989239,4.360475768543655,5.624487731686698,9.783508090926953,4.984705159408028,5.241185007736691,4.93598022410485,8.179019445562961,7.04619959801648,6.0970791881930095,7.89645624662756,6.082185737759996,7.715798620815541,7.22216453476111,9.362593202282259,8.434661159119631,6.696195229194611,6.359373484085045,8.536574117388998,6.760535161574098,9.016347098164491,10.799320821499348,6.357111102776564,7.855614609539953,7.981623630128934,8.0390464903532,8.123547965624278,5.799863725125437,4.392236134538221
SAMPLE_031,RA_patient,synovial_tissue,4.741244669296937,9.408296759801935,8.378761664450787,8.142804786229634,5.586439605091562,10.03466360342146,9.920414685473753,9.636385781865911,5.6682404330912615,7.88486325961629,6.712753673140065,8.401907460906871,5.599482695561623,9.064041026027244,8.49006962865905,5.2737325207767105,7.660959210352227,8.393885478994466,3.8711144106036794,7.478891237375591,6.154177753366445,6.599245084859928,7.303116337949673,6.39351028769949,8.236143995365165,6.034522437150323,8.954829531209542,4.444258776165369,6.822442769407327,6.4463883064553755,5.989026046452594,6.520714847329635,5.659686361791386,7.854923375967642,8.530782195920574,7.219942328326972,5.617901682699485,9.740751972627663,6.123866789762193,5.332824154797072,3.915263446559727,7.983332503231046,6.130252021830617,7.7799284180592805,8.608324956475062,7.085267751867868,5.256707654979826,6.447029267811663,10.415418226340154,8.35973288370199,5.417091685121376,8.02754477581788,6.3040209359316615,5.174359544536654,5.291885688648795,6.126884714902942,7.519806267741283,9.800932261452378,5.758172637959417,9.064155271188946,6.215975089198868,3.599225949312234,6.276386517678244,7.938897264697266,8.513937671377246,7.320322800103088,8.797441750962095,5.813783701827726,7.152997886693099,5.574742639337237,7.646961696578865,7.894679425989137,5.950547874943821,6.266151201589419,4.490970372202214,8.43903399251422,6.09122736076284,8.830925003089176,8.553320866008834,7.015109079408586,7.294476065750643,5.88009687766928,8.013747657071296,6.005643347470119,8.056715703574095,6.7367491641764286,7.339589453953062,5.9075394928458325,5.576107668774611,9.947745868528571,7.380652020920249,6.179211398751772,7.574291871382091,4.243238786605898,8.918393109161336,6.59613011201539,8.4083650836349,3.961417364023061,8.254681338096034,5.48335596629397,8.23867338779454,7.750125078267615,6.462752493961704,7.461163522500336,6.957820476123898,7.139233916291893,4.043491215576575,6.872227268466254,4.310858258183985,8.033624574066831,8.489144048775017,4.17125496917793,9.434945335223832,6.184241526821961,7.312250578504555,6.677555515853045,4.645077075182049,6.207118880989524,9.82205319207915,6.429578157613807
SAMPLE_032,RA_patient,peripheral_blood,3.417971314190895,6.094401044357259,6.352816401995826,8.82775356035354,6.053773608843667,9.079279580503062,10.154426312519588,8.760727076449719,2.8198505396699702,10.068022351379907,11.14537551465828,6.116643986134304,7.20599587470467,5.977869434830978,10.118044853642813,6.659161507598348,6.030529718120767,8.293206606721979,5.81063410743262,5.505198067133874,8.062785985590116,6.02567021066438,6.034287768972968,10.847398831357173,5.956734856561042,7.818138290756585,6.866858566397462,5.426734415322489,8.70516406042629,6.794378224334902,6.413440649919033,6.508739633394605,5.865968738544437,5.3601325365662245,4.535898218815914,8.50698334982995,6.067268367993202,8.853712499425594,6.588777207197974,6.114019980411482,7.690422009534566,4.83949080145116,7.032128217551224,7.675993093995641,6.572865849591546,8.894651768367773,10.580998055669347,5.393090794153973,8.874814118138435,11.322609428189729,5.512597832783434,5.910102325825287,6.054541155438229,7.817196258484997,8.297299889757308,5.602778202178655,6.20949960846594,8.54747698802853,5.3621608842992385,5.853446334560149,5.177760761405331,7.260265830217106,9.243547781101855,4.03597393537784,8.154150399141754,5.662700632323941,7.744099196506736,6.544703395916834,8.375153164481082,7.722202551513376,8.751589433586588,9.863895061410577,4.440052602660103,6.486217843267823,7.417595661338535,7.604271467886445,8.30457292406416,8.84890070099847,6.240026710011776,5.988407614836524,6.522046296477661,7.881208335189057,7.788211661657915,3.678606889367612,6.003098975156519,6.458131774502943,6.362860823068232,2.1130685440488337,5.233244851592942,5.128116001985314,6.256461793491439,6.720220287019847,6.699459524501065,7.682328962439605,7.958299187327527,7.732350237406471,7.462459473516325,5.494960315018598,7.491020588264023,3.1671238757210056,6.1299635603587275,7.342164684556211,8.857312179773592,6.971634514227116,3.2742973228634957,6.027656601514833,5.5699552453298296,9.814174521848154,7.773011753801598,8.355098036301278,7.495177147774038,7.863401617982807,8.76020484744374,3.398452396426164,7.4231493306953,8.460113344856206,4.2766817306268745,8.880732162311745,6.04660235249415,7.075546556768376
SAMPLE_033,RA_patient,peripheral_blood,7.180607850966822,8.524921957879966,7.6490007605894546,5.769378322985737,7.568957870386199,9.389452184348585,10.338682455307675,8.959168580065832,6.118756712609442,9.229426149677717,7.658820163275369,6.56205920664841,5.5491751696343075,7.1921598138323315,6.499532357542938,3.8626332743435468,4.274069829098309,9.574757171835,4.6523328869603136,9.515335148922476,7.281206181219774,8.514882796338002,9.098084446767002,4.774177318187012,4.187704396301499,4.30194790734158,5.290505511568281,9.917002692743962,5.920000693927478,7.64381885502841,9.048124179033021,7.911859721483544,6.348401591381253,7.499956143599556,7.190952258483897,7.09604908799678,6.053302077983244,7.330312136750886,8.31702596830314,8.72152796396124,7.05845005912815,8.836839505450506,7.094401496553162,6.957603321800905,7.8018556679171365,8.875831298032796,5.002808598516834,4.457614869182377,6.150809478881633,8.472634312222723,8.11833460347691,6.00429941696502,3.0731842593062044,7.195435213051988,7.074485815562469,4.613947219261405,6.569392555547591,8.68854824252542,6.8835776062593395,6.711848324174336,7.065466237099196,6.732650595621525,7.015214884745421,8.183145989133319,5.041830184739582,10.004787763265936,7.731304966490915,5.28885614830624,9.855632124597587,10.163113670491473,5.802694275806039,5.578703672662636,7.034160037100099,10.10076006255577,6.924152285120265,6.322019837524236,5.92152494295899,8.893151724017843,5.801942685890547,5.357277146104469,7.404546215276477,5.715990378222865,9.018692793206613,8.315443533022775,9.138854258803292,8.220022875133298,5.428932527170838,8.332982199228928,7.882718947316638,8.557932219863622,6.270400224857288,6.035698697413091,5.213347934325574,9.996979682107582,7.568776183509291,6.134253509639635,7.63988999663265,6.13038506455298,7.984345322314959,4.711904002176128,7.472910318848524,9.662472230785227,6.522643609977877,4.600795867304284,6.229402883974258,6.425533394564194,6.032749136465469,8.181587240764548,4.781341606265933,6.801321197561233,9.942902444848842,6.27644247098145,8.36796777617369,9.737470486294818,9.350494564064952,7.927946644335655,5.763261598439739,7.005678362530117,6.833119356858593,6.05501215513947
SAMPLE_034,RA_patient,peripheral_blood,7.122905403833458,9.461320533551064,6.387567401550208,6.785853231704769,7.633763962367291,10.782468315136326,8.875342975911263,8.793338283369987,3.631680734653648,11.888341378935374,7.568207567458009,5.295515897491404,12.370917353687933,6.026419095474372,6.932696160661676,6.406808953811546,5.718290330676849,7.417322735874682,3.57765181480797,8.219703252530019,4.8061279291844485,6.401914127456391,8.230784175726427,6.690664757298059,5.397789181825355,5.648166513990164,11.427681343050493,8.25632663656986,4.397765770118788,7.06457488704743,5.172151304113368,9.423173723530521,6.680001259852542,5.0901636966775605,8.513299712549555,6.956460066670825,5.011830278458297,8.045617238026262,7.200848244269779,8.535185468386228,6.914413776889658,6.38488489260794,7.112283997344851,10.211864816785223,7.299169562009868,7.762790100406931,7.815753977915141,6.734238708736499,6.354825164397159,6.921666037704861,7.338066234778657,9.083264354843273,6.257873781367519,5.5983035970131105,7.248357618158579,6.588812155819867,7.210239923364744,6.36060280723715,7.0383298822565985,7.101671404859358,8.775370078327525,7.430005886611791,7.412713633856471,6.952766427318662,8.516377957655877,5.104178427654395,6.117264491010748,9.538626083033359,9.246843620059494,8.996239329594921,7.633843359471202,6.292550829503711,5.122956767283017,4.660429067423796,7.736527096219566,6.428523118798996,7.2436066170721745,5.190632207148921,7.590309374930855,6.552032112936217,6.521580468203723,8.00778261835777,10.416092878407403,7.660679728103956,3.4984229034029988,6.770428251532189,8.03137896406719,4.915928948714124,7.795775081463065,7.231578865242733,8.525672295722975,6.298065785564644,5.346876829421063,8.494422540348667,6.31230817681631,7.543316420089266,9.192005066306947,8.828989400090125,5.239162270687884,6.886813498935241,7.533049895024133,8.226167498809408,6.41851317934435,7.863665471043154,5.664506875637544,9.122544998693765,6.916890677872409,8.744556155146768,6.461150108436471,4.99345197793183,5.806342051550702,7.395894992417235,6.440818653335308,2.5145885729728747,7.37311744291314,7.7973892045168665,8.122562993778754,5.433341981290633,5.684290382688834,9.315559819712876
